-93.213444	45.57228
-92.907931	44.490982
-92.881511	45.377063
-93.11052	45.182597
-93.163307	45.140766
-92.958733	44.829548
-93.277039	44.294491
-93.162142	44.641365
-93.001078	45.278702
-92.879013	44.737717
-92.927569	46.011622
-93.238146	45.492632
-93.217119	44.692832
-93.254088	44.6571
-93.292595	44.644415
-93.260965	44.172072
-93.288765	45.87566
-92.989878	45.510194
-93.170044	44.448776
-93.252144	44.09586
-92.973948	45.845614
-92.575394	44.566833
-93.132095	44.731148
-93.368703	45.388375
-93.042676	44.834521
-93.041855	44.865124
-92.839354	45.04288
-92.811516	45.035175
-93.00857	45.336106
-93.092628	44.947904
-93.092621	44.947922
-93.122826	44.930988
-93.109846	44.955513
-93.165322	44.955451
-93.042625	44.977264
-93.025833	45.029664
-93.024837	45.010558
-93.013802	45.049999
-93.006172	45.091209
-93.155884	45.050705
-93.192871	45.095806
-93.219109	45.067024
-93.19725	45.037228
-93.10527	45.009682
-93.167374	45.003555
-93.191406	44.961967
-93.164169	44.903873
-93.106148	44.987556
-93.081352	44.907799
-92.985176	44.96294
-93.022446	44.950268
-93.124191	44.882973
-93.124132	44.846863
-93.218506	44.791851
-93.207298	44.819523
-93.145336	44.805071
-93.165367	44.829915
-93.220963	44.732895
-92.971924	44.924679
-93.054837	45.080032
-92.949486	44.997
-94.128097	45.262588
-93.406586	45.207561
-93.304534	45.24673
-93.356841	45.219998
-93.862459	45.384591
-93.744745	45.332153
-93.48906	45.127623
-93.870956	45.178738
-93.393044	45.177395
-93.523605	44.860973
-93.601509	44.834843
-93.591438	44.795586
-93.767379	45.036358
-93.553962	45.302976
-93.556747	45.310158
-93.558319	44.902279
-93.317054	44.774736
-93.280754	44.745579
-93.54308	45.047102
-93.426553	44.919707
-93.429987	44.853351
-94.376419	44.875408
-93.637707	44.670035
-94.505333	45.121777
-93.584953	44.988696
-93.799675	45.297344
-93.777789	45.29475
-93.919092	44.770431
-93.452528	45.105493
-93.443802	45.067196
-93.583845	45.557363
-93.434212	44.70525
-93.549782	45.19577
-93.65689	45.210898
-93.329971	44.747085
-93.470307	44.784515
-93.508354	44.799477
-93.800745	44.838666
-93.494926	44.970791
-93.270891	44.978012
-93.278318	44.958971
-93.226677	44.948818
-93.223999	44.928337
-93.261535	44.953904
-93.298035	44.949131
-93.273651	44.948551
-93.292348	44.99978
-93.288298	45.03642
-93.263824	44.999115
-93.228333	45.002743
-93.234558	44.980247
-93.359924	44.942429
-93.347077	44.931822
-93.278999	44.857845
-93.287437	44.83033
-93.246895	45.052124
-93.338442	45.031656
-93.286824	44.881997
-93.241863	44.853665
-93.39859	45.007046
-93.379654	44.987469
-93.377325	45.092916
-93.360741	45.051296
-93.380941	45.033201
-93.322456	45.055946
-93.308123	44.859735
-93.264625	45.115535
-93.242256	45.115513
-93.346111	45.199334
-93.346214	45.174244
-93.235626	45.195599
-93.319618	44.882198
-93.33094	44.810814
-93.39695	44.83585
-93.452425	45.00977
-93.300162	45.109202
-93.395678	45.109266
-93.277122	45.175781
-93.234117	45.156712
